time,price
2025-08-27T13:28:21.577178400Z,4.0
2025-08-27T13:29:21.577956400Z,4.0
2025-08-27T13:30:21.576568200Z,4.0
2025-08-27T13:31:21.577591900Z,4.0
2025-08-27T13:32:21.577061300Z,4.0
